python_interest,java_interest,javascript_interest,cpp_interest,mobile_dev_interest,linear_algebra,statistics_probability,discrete_math,calculus,system_design_interest,networking_interest,security_interest,cloud_interest,design_interest,product_thinking,communication_skill,leadership,research_interest,analytical_skill,curiosity_learning,dsa_skill,projects_built,build_and_deploy,career_domain
5,3,2,3,1,2,4,5,2,6,10,5,10,1,4,7,8,3,7,8,4,7,9,Cloud & DevOps
4,7,2,1,10,2,2,0,2,4,6,3,2,8,6,5,4,3,4,7,2,7,7,Mobile Development
3,4,4,5,1,2,6,6,3,6,9,9,7,2,2,4,6,8,8,10,6,6,7,Cybersecurity
5,0,0,6,2,10,5,8,10,2,3,0,3,0,2,3,3,9,8,10,7,6,4,Research
3,8,3,6,8,2,1,1,1,3,5,0,3,6,4,6,3,1,4,9,6,6,9,Mobile Development
9,1,3,8,1,10,7,10,7,2,1,2,2,1,3,6,4,9,9,9,5,5,4,Research
0,1,4,2,1,1,1,2,0,1,0,2,3,9,7,10,5,3,6,10,3,6,5,Design
5,10,4,9,5,4,5,8,7,9,5,3,5,5,3,7,5,4,7,7,9,8,8,Software Engineering
2,5,5,5,4,1,3,7,3,4,10,9,3,1,1,3,4,5,7,8,5,5,5,Cybersecurity
6,4,5,4,0,2,4,2,3,5,10,5,8,4,5,5,6,2,5,7,2,7,6,Cloud & DevOps
6,4,2,4,2,4,2,2,0,9,8,6,9,2,4,5,7,3,7,9,4,4,10,Cloud & DevOps
8,8,7,6,4,5,4,8,8,10,5,3,4,1,7,7,5,5,8,9,9,7,5,Software Engineering
3,8,5,5,9,1,2,4,2,6,1,1,6,5,4,7,6,2,4,7,6,7,10,Mobile Development
5,3,1,4,2,8,8,10,8,1,2,2,4,1,3,6,6,10,8,9,9,5,4,Research
5,4,2,4,2,2,4,6,3,5,6,10,6,3,3,6,7,5,8,8,7,7,6,Cybersecurity
0,2,5,2,1,3,4,1,0,3,1,0,3,9,10,8,6,1,5,8,0,7,4,Design
8,1,2,1,0,5,10,5,6,5,3,1,6,3,9,8,5,5,8,8,4,6,5,Data Science
9,1,4,1,0,5,10,4,3,4,3,0,7,3,7,9,4,6,8,7,5,5,5,Data Science
3,9,5,2,6,4,4,2,0,6,3,3,0,4,6,5,4,0,4,7,6,9,8,Mobile Development
4,2,3,0,3,1,5,2,4,5,1,3,2,6,9,9,9,3,8,7,2,6,2,Product & Business
9,5,1,4,0,1,3,3,3,9,9,6,9,0,3,6,8,2,8,7,5,7,7,Cloud & DevOps
10,2,0,6,3,9,7,4,10,5,3,1,4,1,3,2,2,6,10,8,6,6,4,Artificial Intelligence
7,10,5,6,4,6,2,6,4,9,6,4,5,3,2,5,7,4,7,7,10,7,5,Software Engineering
9,2,0,6,1,10,9,5,10,6,3,0,2,0,3,5,3,5,8,9,6,4,5,Artificial Intelligence
3,1,4,0,5,2,3,1,3,4,1,2,1,10,7,9,8,2,4,10,0,8,6,Design
6,1,1,7,3,9,7,10,8,2,0,3,3,1,1,5,3,9,9,10,8,4,2,Research
8,2,0,5,1,10,7,7,9,4,2,1,5,2,4,4,0,6,10,9,8,5,4,Artificial Intelligence
6,8,4,4,9,2,2,4,2,5,2,0,6,7,5,7,5,2,4,7,6,9,10,Mobile Development
4,2,9,2,4,2,0,3,1,4,2,4,4,7,5,9,5,2,5,9,3,7,9,Web Development
6,3,10,0,0,1,2,0,2,5,3,3,3,6,5,7,7,1,6,6,4,8,5,Web Development
5,0,2,3,1,8,6,9,6,3,0,0,2,1,2,6,4,8,7,10,8,5,3,Research
6,5,3,2,0,4,3,4,3,8,9,5,10,2,4,7,6,2,6,6,5,5,9,Cloud & DevOps
8,3,1,2,2,7,10,4,3,5,4,1,5,3,7,7,4,4,7,7,4,8,5,Data Science
7,6,3,4,0,4,3,3,3,9,8,5,10,1,5,6,9,6,7,8,4,6,9,Cloud & DevOps
3,3,10,1,4,1,2,1,0,7,4,1,2,7,6,8,5,3,5,8,4,7,9,Web Development
4,3,9,1,5,3,3,1,0,7,5,3,5,7,6,8,7,3,5,6,3,8,10,Web Development
9,2,1,6,0,9,7,4,10,5,0,1,4,2,2,5,3,6,10,7,8,6,4,Artificial Intelligence
7,9,7,7,2,7,4,7,3,6,4,5,8,1,5,7,7,2,7,6,10,6,7,Software Engineering
6,10,4,5,3,5,5,8,2,9,5,4,3,1,4,7,6,2,5,7,9,7,7,Software Engineering
10,1,6,2,0,8,9,4,5,5,2,0,5,5,7,8,6,4,10,8,5,8,5,Data Science
6,6,5,1,1,0,4,4,5,8,10,6,10,4,3,7,6,3,6,9,6,5,9,Cloud & DevOps
7,3,4,0,0,4,10,4,6,5,4,2,6,3,6,6,6,5,10,6,5,6,4,Data Science
7,4,1,3,3,10,4,4,9,4,0,1,4,1,3,3,4,4,10,10,7,6,4,Artificial Intelligence
5,4,10,1,5,3,1,3,1,4,1,2,4,5,8,8,6,2,3,6,6,8,8,Web Development
6,5,5,2,0,2,1,4,0,6,7,6,8,2,3,7,7,3,7,8,4,3,6,Cloud & DevOps
8,2,4,2,3,6,8,2,3,5,1,2,7,2,6,10,5,4,10,8,4,7,6,Data Science
3,2,5,1,2,1,4,2,0,3,2,2,2,9,6,7,6,2,5,8,1,6,3,Design
6,1,1,2,2,5,3,6,2,6,10,4,8,1,1,6,6,2,7,5,5,5,10,Cloud & DevOps
6,4,8,2,2,3,1,4,2,5,4,4,4,7,7,8,5,3,5,7,3,9,8,Web Development
6,3,1,5,1,8,7,10,8,0,1,2,3,0,0,5,4,10,9,10,10,7,5,Research
3,2,2,0,3,1,4,2,2,5,2,3,4,7,8,9,8,3,6,7,0,5,3,Product & Business
3,3,3,1,1,1,3,1,2,4,1,2,3,7,9,10,10,4,7,7,1,6,3,Product & Business
9,1,0,4,1,9,9,3,10,6,2,0,4,0,3,4,2,5,7,7,8,6,5,Artificial Intelligence
3,5,2,7,2,3,4,7,3,7,9,10,5,2,3,3,6,5,6,6,4,5,6,Cybersecurity
4,5,4,4,8,2,3,3,0,3,3,3,5,8,7,7,6,1,4,7,6,7,9,Mobile Development
9,1,3,4,3,9,7,5,10,6,2,2,3,0,0,4,5,6,10,8,7,7,5,Artificial Intelligence
4,7,5,2,8,2,4,4,2,4,3,3,3,6,6,6,7,1,5,7,6,10,10,Mobile Development
4,1,4,1,4,4,0,3,0,5,3,2,1,8,7,8,6,2,3,8,4,8,10,Web Development
10,2,2,3,0,5,10,5,4,4,0,0,6,5,7,7,5,5,9,8,4,8,6,Data Science
7,2,2,5,2,6,7,4,8,3,1,2,3,2,3,4,1,5,10,7,8,4,6,Artificial Intelligence
7,7,5,6,3,5,4,8,2,8,5,4,6,2,4,6,5,2,7,8,8,6,7,Software Engineering
1,1,6,1,4,0,0,0,0,3,2,1,2,8,5,8,5,0,3,9,0,9,6,Design
4,8,5,2,9,2,3,2,2,5,3,0,3,5,5,7,6,2,3,6,7,10,10,Mobile Development
5,5,3,4,1,3,3,6,3,5,10,8,6,2,3,5,5,4,8,8,6,5,5,Cybersecurity
3,7,5,2,10,2,2,6,2,6,5,5,5,4,4,8,3,1,5,10,8,7,7,Mobile Development
4,2,4,7,1,2,4,8,3,6,9,8,2,3,4,7,2,6,8,8,4,3,6,Cybersecurity
9,2,1,5,0,10,6,6,9,4,2,1,2,1,3,5,1,5,10,9,6,5,6,Artificial Intelligence
4,2,2,4,2,1,5,1,0,2,0,4,3,6,10,7,10,3,8,6,2,5,1,Product & Business
9,3,2,0,2,4,10,3,5,4,1,0,5,4,8,9,6,4,9,8,4,7,4,Data Science
7,4,4,6,1,7,3,6,4,6,7,10,3,2,2,4,5,5,8,8,7,6,6,Cybersecurity
5,9,7,4,8,1,0,2,3,6,2,2,4,7,7,6,6,2,5,8,5,7,7,Mobile Development
5,9,4,2,9,1,3,3,3,6,2,5,3,6,6,5,6,2,5,7,5,8,9,Mobile Development
4,8,7,3,9,3,1,3,1,6,3,3,4,6,6,6,5,1,5,7,4,6,7,Mobile Development
7,3,4,5,0,2,3,3,0,9,10,7,10,1,4,6,7,1,5,5,5,7,7,Cloud & DevOps
6,3,5,3,0,2,4,4,2,8,8,5,10,2,5,7,7,3,5,9,5,5,10,Cloud & DevOps
9,2,1,0,2,5,10,5,3,4,3,1,6,4,9,7,5,6,10,9,6,7,5,Data Science
5,3,0,6,1,7,6,10,8,3,0,1,2,0,1,5,5,9,9,10,9,4,3,Research
5,2,0,6,3,8,6,10,7,2,0,3,2,3,3,5,5,10,6,9,7,4,2,Research
2,0,6,0,3,0,1,2,0,3,1,0,1,9,5,10,6,3,5,7,1,7,6,Design
9,3,1,4,0,10,6,5,10,4,0,0,5,1,5,3,1,8,10,8,6,8,5,Artificial Intelligence
2,1,5,2,2,3,2,2,0,3,2,0,0,7,7,7,5,3,2,8,3,7,6,Design
5,4,3,2,1,3,2,5,3,7,6,5,8,3,5,4,7,3,5,8,2,5,9,Cloud & DevOps
1,1,4,0,3,2,5,1,1,4,1,3,0,8,6,9,7,2,5,8,2,8,6,Design
3,1,2,5,1,7,7,8,8,0,1,0,1,1,3,3,4,10,8,10,8,5,5,Research
4,0,3,1,0,2,3,3,1,6,3,2,3,4,9,9,9,5,7,5,0,4,4,Product & Business
4,1,3,3,1,4,4,2,2,7,0,2,2,7,8,9,9,6,7,7,3,6,0,Product & Business
9,2,3,1,2,4,10,5,3,5,1,0,6,4,10,8,5,5,9,8,5,7,5,Data Science
5,3,4,5,2,3,3,4,0,4,8,8,4,3,3,6,6,5,8,8,5,7,6,Cybersecurity
1,0,3,1,2,0,1,1,0,4,1,1,0,9,6,6,7,4,4,8,1,7,5,Design
5,0,1,7,1,6,7,9,9,1,0,3,2,0,2,4,5,10,8,10,6,4,4,Research
4,3,10,1,4,1,1,3,1,5,5,2,4,6,6,8,5,3,4,6,4,8,10,Web Development
3,8,5,3,10,2,1,4,1,3,4,3,4,6,8,4,5,3,5,8,5,9,10,Mobile Development
5,2,0,8,0,7,9,10,7,0,0,0,3,3,3,3,5,10,8,8,5,5,4,Research
9,2,1,5,1,9,8,5,9,6,0,3,6,3,1,4,1,6,10,7,6,6,8,Artificial Intelligence
3,7,4,2,8,3,2,2,2,4,3,3,4,6,5,5,3,2,4,8,3,9,7,Mobile Development
3,0,4,2,6,2,0,0,0,2,2,1,3,6,7,9,5,2,4,8,1,7,3,Design
5,7,6,8,4,6,2,5,5,7,5,5,4,1,3,9,6,3,7,6,7,7,8,Software Engineering
5,8,8,3,8,4,3,3,2,7,3,2,4,6,5,7,4,4,5,4,5,9,10,Mobile Development
10,3,3,1,0,5,10,5,4,4,2,1,6,4,9,10,4,6,9,6,7,8,5,Data Science
6,9,5,7,4,6,4,8,5,7,4,5,4,3,5,5,7,3,7,8,10,8,7,Software Engineering
3,2,8,1,4,3,3,0,0,6,3,1,2,7,5,10,5,1,7,7,5,10,10,Web Development
9,1,3,2,2,5,10,4,2,5,1,0,6,4,6,8,5,5,10,9,5,7,5,Data Science
4,0,2,7,2,8,8,8,9,3,0,0,3,0,1,4,3,10,8,10,9,4,3,Research
1,0,3,2,4,0,2,1,4,4,3,3,3,8,7,9,5,3,5,8,2,7,4,Design
8,2,4,0,1,4,10,4,4,7,2,1,5,3,8,7,4,5,9,7,4,6,6,Data Science
6,9,5,6,4,5,4,5,5,8,4,2,5,2,3,7,4,5,9,7,9,7,8,Software Engineering
7,9,6,7,7,3,3,8,5,8,6,1,5,4,4,4,5,2,7,6,8,7,8,Software Engineering
0,0,5,2,2,1,4,1,0,1,1,2,1,8,7,9,8,4,5,9,1,8,3,Design
9,2,3,0,0,5,10,2,5,4,1,1,8,3,8,7,4,4,9,8,5,6,4,Data Science
2,1,5,1,3,0,1,1,0,3,0,1,3,10,7,9,6,3,5,7,1,6,5,Design
10,1,4,2,0,5,10,4,3,4,1,1,6,5,6,9,8,2,10,9,5,6,4,Data Science
8,3,4,5,3,3,3,5,2,9,10,4,9,2,3,7,5,4,5,7,2,5,9,Cloud & DevOps
5,3,1,4,1,4,4,4,2,8,8,4,10,1,6,6,5,3,7,7,4,5,7,Cloud & DevOps
4,0,2,1,3,3,4,2,3,5,0,3,3,6,10,7,9,5,6,7,1,6,5,Product & Business
2,0,4,3,2,0,0,2,2,3,1,2,4,9,8,10,5,4,4,7,2,7,6,Design
5,7,4,10,5,5,4,7,4,7,5,3,8,1,4,4,5,5,6,7,7,6,6,Software Engineering
3,0,1,0,3,1,4,3,3,5,4,2,3,6,10,10,10,7,5,7,2,4,3,Product & Business
5,7,5,5,7,3,5,8,5,7,6,2,4,4,5,5,4,5,7,8,9,7,10,Software Engineering
6,0,0,6,3,7,7,10,8,3,1,0,0,1,0,6,2,9,9,10,8,4,2,Research
8,3,2,2,3,10,8,4,10,6,0,2,4,0,2,4,2,5,10,9,7,4,4,Artificial Intelligence
4,7,3,3,3,3,4,3,1,8,8,4,7,3,3,6,7,3,6,7,0,7,7,Cloud & DevOps
4,3,10,1,4,3,1,2,0,6,2,2,8,6,8,7,6,3,6,7,2,9,9,Web Development
10,2,1,4,1,10,6,4,10,3,1,2,4,1,3,3,1,6,10,9,6,7,6,Artificial Intelligence
3,1,4,1,3,1,3,0,2,3,2,2,3,10,9,9,7,3,3,9,0,7,5,Design
0,0,1,1,0,1,1,2,1,2,1,2,4,9,7,8,6,4,5,7,2,6,4,Design
5,1,0,7,0,9,7,10,7,1,0,0,1,2,3,5,5,9,9,10,9,5,3,Research
2,2,2,0,2,2,6,1,1,6,3,2,2,7,8,10,9,4,8,6,2,6,6,Product & Business
5,1,0,7,0,7,8,10,8,2,0,2,1,0,3,3,5,10,8,10,8,5,4,Research
5,5,3,5,3,4,4,7,3,7,8,7,5,4,4,5,6,5,8,9,4,7,5,Cybersecurity
10,1,4,2,1,6,10,4,4,4,2,2,5,3,7,7,5,5,9,9,5,5,6,Data Science
3,1,3,2,3,1,2,0,1,5,0,2,2,9,7,8,6,1,4,8,1,8,6,Design
5,2,2,5,0,7,6,10,6,0,0,3,1,1,4,7,3,10,7,10,6,4,3,Research
6,4,2,9,2,2,2,4,1,5,9,10,6,3,3,5,7,6,8,10,5,7,4,Cybersecurity
5,8,2,7,6,5,5,6,5,8,5,4,5,3,5,8,5,3,6,8,10,8,7,Software Engineering
2,1,3,1,2,2,4,2,2,4,4,3,2,7,9,9,8,2,7,8,3,5,2,Product & Business
8,7,5,6,4,9,4,7,4,7,5,2,5,2,4,4,4,4,7,6,8,7,6,Software Engineering
3,1,4,0,2,1,3,0,0,3,1,1,1,9,6,8,7,2,5,8,0,8,5,Design
1,2,7,1,3,0,2,0,0,5,4,0,3,10,7,8,5,2,5,9,0,6,5,Design
3,1,5,0,4,0,2,1,3,3,1,2,2,9,6,8,6,2,5,8,1,6,5,Design
1,1,2,2,1,3,6,2,1,5,3,3,3,7,9,9,10,5,6,7,3,5,2,Product & Business
4,4,0,5,0,9,6,10,7,3,1,2,3,0,2,7,6,10,10,10,7,5,2,Research
6,5,1,5,1,3,4,7,2,6,10,10,5,2,3,5,6,5,7,8,8,5,5,Cybersecurity
3,7,2,5,2,3,5,3,3,7,9,6,9,0,6,5,10,3,8,8,4,7,10,Cloud & DevOps
5,8,6,7,3,5,3,7,6,8,7,3,5,4,3,4,6,3,5,5,8,6,7,Software Engineering
3,2,2,2,2,2,3,1,2,6,3,2,3,7,10,10,9,2,8,8,2,6,2,Product & Business
4,7,2,6,4,6,4,6,4,9,6,2,6,2,4,5,5,4,7,9,9,8,6,Software Engineering
2,0,1,1,2,1,1,2,0,2,1,4,2,10,6,10,7,4,3,8,0,7,4,Design
7,3,0,5,2,10,8,3,9,6,2,1,5,0,1,6,4,7,10,9,8,4,6,Artificial Intelligence
7,0,0,4,2,7,7,10,6,1,2,0,3,0,2,7,4,7,7,10,9,4,1,Research
4,2,9,0,5,3,0,3,0,4,4,2,5,8,6,6,6,2,3,6,4,7,10,Web Development
4,1,5,2,3,2,6,1,0,5,5,3,3,5,7,10,9,2,8,5,3,5,5,Product & Business
5,5,3,3,0,3,4,4,1,7,8,5,9,2,2,6,8,2,7,7,6,5,10,Cloud & DevOps
3,2,4,3,2,2,4,5,2,5,2,2,2,7,8,8,9,3,7,7,2,3,2,Product & Business
5,2,3,4,4,3,3,8,1,7,10,7,4,4,1,6,7,5,8,8,7,7,6,Cybersecurity
4,1,3,1,1,2,5,2,2,5,2,2,4,7,10,10,8,3,6,9,2,4,3,Product & Business
5,2,1,6,0,3,3,6,2,5,10,9,6,3,3,5,7,6,8,9,5,5,6,Cybersecurity
8,2,2,5,0,4,3,4,1,9,5,4,6,2,3,6,10,3,6,7,6,6,9,Cloud & DevOps
2,1,5,1,4,1,2,1,1,2,0,1,3,7,6,9,4,3,6,6,2,7,4,Design
4,1,1,2,0,2,4,4,1,7,9,5,9,3,2,8,7,3,4,8,5,5,8,Cloud & DevOps
0,2,3,0,1,2,2,3,2,3,0,3,0,10,8,6,5,6,3,7,3,7,2,Design
7,8,5,7,5,4,4,9,4,9,5,3,6,3,5,8,2,3,7,5,7,5,10,Software Engineering
6,8,5,8,5,4,5,7,7,7,4,2,6,4,5,6,6,5,6,5,10,5,9,Software Engineering
8,2,3,0,2,4,9,2,3,5,3,1,6,4,8,6,5,4,9,6,4,8,5,Data Science
9,3,0,3,2,8,8,6,9,7,2,0,6,0,1,4,3,8,10,8,7,3,3,Artificial Intelligence
3,3,7,1,5,2,1,1,0,4,3,3,2,7,5,7,7,1,5,4,5,8,10,Web Development
4,7,6,7,2,5,6,7,4,8,5,3,5,2,5,8,8,2,7,6,8,7,8,Software Engineering
5,4,3,1,2,3,4,2,2,7,8,4,10,2,4,5,6,3,5,6,5,6,8,Cloud & DevOps
6,1,0,7,1,7,8,10,8,2,1,2,4,1,1,6,4,10,9,10,7,5,2,Research
9,1,3,1,0,4,10,5,4,4,4,1,6,3,8,8,6,7,8,7,5,5,6,Data Science
5,4,2,7,4,2,5,6,5,8,8,9,4,3,4,4,8,4,8,7,6,5,6,Cybersecurity
5,9,5,7,4,4,6,6,7,10,6,4,5,3,3,5,5,3,5,7,10,8,6,Software Engineering
9,2,1,5,1,10,9,4,8,6,1,2,4,1,3,5,1,5,10,8,7,6,6,Artificial Intelligence
2,1,5,1,2,0,1,2,0,3,0,1,2,9,7,8,5,3,5,8,1,8,6,Design
4,1,0,10,0,8,7,9,9,4,2,0,1,0,0,5,6,8,8,10,6,4,4,Research
2,3,5,1,4,2,2,0,2,4,3,3,3,10,8,8,6,4,6,8,1,7,4,Design
8,0,1,6,2,9,10,3,9,5,4,0,4,2,2,4,3,6,10,10,7,6,5,Artificial Intelligence
4,5,4,5,2,2,5,7,0,8,10,10,3,3,2,5,6,7,7,9,4,3,6,Cybersecurity
3,2,4,0,2,2,5,2,2,2,3,1,3,7,9,9,9,4,7,6,3,5,4,Product & Business
4,5,4,4,2,4,3,6,1,4,10,9,8,3,4,3,7,7,8,8,5,5,4,Cybersecurity
6,4,2,4,0,3,3,4,3,8,10,4,10,4,4,8,7,5,6,5,4,6,8,Cloud & DevOps
4,9,4,2,10,3,1,2,2,3,4,2,4,7,6,7,3,3,6,8,3,8,9,Mobile Development
6,7,3,8,3,5,4,6,5,8,6,3,4,2,3,8,4,2,8,6,8,6,8,Software Engineering
1,1,3,0,3,2,1,3,1,5,0,1,2,8,8,6,5,2,5,9,1,5,6,Design
9,8,5,6,2,6,3,6,5,7,7,2,5,1,3,5,7,3,7,6,9,7,4,Software Engineering
5,1,1,1,1,3,7,1,3,6,2,1,2,6,10,10,10,5,6,7,1,5,3,Product & Business
6,9,2,4,10,0,2,5,3,7,3,4,4,6,6,7,5,2,5,5,3,6,10,Mobile Development
6,4,2,5,0,8,6,6,10,5,0,2,5,0,2,6,4,5,10,10,7,8,5,Artificial Intelligence
4,8,5,2,10,1,4,3,0,5,4,1,6,6,7,8,4,3,5,7,4,7,10,Mobile Development
6,10,6,7,4,3,3,6,5,8,4,1,4,2,2,8,3,6,9,7,10,9,7,Software Engineering
3,1,3,1,4,2,6,3,2,4,3,1,4,6,10,10,10,4,9,6,2,4,3,Product & Business
4,2,2,6,0,9,7,8,7,2,1,1,0,1,2,6,4,10,8,9,9,6,2,Research
7,5,2,2,2,4,4,3,0,7,8,6,10,2,3,7,8,4,6,7,4,6,8,Cloud & DevOps
5,2,2,4,3,4,3,5,0,8,8,5,8,3,5,7,7,3,6,8,6,7,10,Cloud & DevOps
3,8,3,3,9,2,1,2,4,5,2,1,3,6,7,7,4,4,6,10,4,5,10,Mobile Development
6,9,5,7,4,5,3,8,4,7,7,3,6,3,5,6,5,3,8,8,10,6,8,Software Engineering
6,3,2,5,2,5,4,6,3,6,6,10,5,4,2,6,5,2,8,10,8,5,5,Cybersecurity
6,3,9,0,3,1,4,3,0,4,3,2,4,7,6,5,6,1,6,9,3,8,9,Web Development
8,0,5,3,1,4,10,3,5,3,3,0,6,3,8,7,6,5,10,10,3,5,3,Data Science
10,2,3,0,0,5,10,3,4,6,1,2,6,4,9,8,5,5,8,7,5,5,3,Data Science
2,2,6,1,3,0,3,0,2,5,0,2,2,9,8,7,7,2,3,5,1,6,5,Design
6,6,3,4,3,3,7,5,3,5,9,10,4,0,5,5,7,4,9,5,3,6,5,Cybersecurity
5,3,8,2,4,4,2,1,1,6,3,4,4,7,7,8,5,2,5,7,4,7,9,Web Development
6,5,2,3,0,1,4,6,1,8,8,4,10,1,4,5,7,3,6,8,4,4,9,Cloud & DevOps
6,9,5,8,4,7,6,6,4,9,6,3,5,2,3,6,8,2,8,7,10,7,8,Software Engineering
5,0,5,3,1,2,3,4,1,9,7,7,9,2,2,6,6,4,5,10,4,5,10,Cloud & DevOps
6,3,3,3,0,3,2,5,1,9,8,2,10,1,3,7,7,1,6,6,4,5,9,Cloud & DevOps
2,1,8,4,3,1,1,2,2,3,2,1,3,9,5,9,4,2,5,6,2,7,6,Design
1,0,2,3,3,2,2,3,3,4,0,3,3,7,9,7,6,3,4,5,4,9,6,Design
6,5,5,5,0,5,3,5,4,7,9,10,5,3,4,5,5,5,7,8,6,6,5,Cybersecurity
1,2,6,1,2,1,3,2,2,3,2,2,2,10,7,9,5,2,6,8,2,7,8,Design
2,3,9,0,3,2,2,3,1,6,3,2,6,8,6,7,4,2,5,7,4,7,9,Web Development
6,4,4,3,1,4,2,4,3,10,9,5,10,2,5,7,6,3,6,6,4,6,8,Cloud & DevOps
4,10,4,4,9,2,2,4,1,3,0,1,5,5,6,7,3,2,5,6,4,10,10,Mobile Development
5,5,9,0,4,1,1,4,1,3,3,2,4,9,9,7,6,2,3,5,3,7,8,Web Development
6,3,4,3,0,3,4,5,1,9,7,5,9,1,4,6,6,2,7,7,4,6,9,Cloud & DevOps
5,3,0,5,1,7,7,10,6,2,2,2,2,2,2,5,5,10,7,10,7,4,5,Research
0,0,4,1,1,4,6,1,2,5,3,3,3,7,9,9,8,4,6,5,0,4,1,Product & Business
6,3,4,1,2,2,3,3,1,8,8,6,10,4,3,8,8,3,7,9,2,6,10,Cloud & DevOps
4,8,2,3,8,1,3,2,3,5,3,4,3,6,6,7,6,1,3,7,6,7,9,Mobile Development
3,3,3,5,2,3,5,8,0,6,8,8,4,3,4,5,6,4,8,8,7,5,5,Cybersecurity
10,2,0,6,1,9,9,6,10,4,0,1,3,1,3,5,4,5,10,9,8,8,5,Artificial Intelligence
3,0,5,0,3,1,2,0,1,0,0,1,1,10,6,6,7,3,2,7,0,4,5,Design
4,3,9,0,4,2,3,3,0,5,2,1,2,9,6,8,6,0,5,4,6,8,10,Web Development
7,7,5,7,4,5,4,6,5,7,4,3,4,4,5,6,6,2,6,8,8,8,8,Software Engineering
3,4,8,1,4,0,3,4,1,7,0,3,2,8,4,9,3,3,4,6,4,8,10,Web Development
8,3,4,0,0,5,10,4,6,4,1,0,7,4,8,8,6,5,10,9,4,6,3,Data Science
7,8,6,8,3,5,5,8,4,7,5,4,5,2,3,6,4,3,6,7,10,8,8,Software Engineering
8,2,1,6,0,9,6,4,7,6,2,0,4,0,1,2,1,7,10,8,7,5,4,Artificial Intelligence
5,1,1,7,3,7,7,9,9,1,2,1,3,0,2,4,6,10,7,9,7,4,7,Research
5,6,6,9,5,4,3,9,5,9,6,3,4,4,4,7,6,3,9,6,9,6,7,Software Engineering
2,4,8,2,5,0,1,0,2,5,3,1,6,7,7,7,5,5,3,6,4,6,7,Web Development
5,2,0,0,2,3,7,1,3,5,1,1,3,8,8,7,10,4,7,8,1,4,5,Product & Business
8,2,3,0,0,4,10,3,3,5,1,1,5,2,10,7,6,4,7,7,4,6,4,Data Science
2,1,3,1,2,3,7,4,1,6,1,3,1,7,9,8,7,4,6,6,1,4,4,Product & Business
3,8,4,5,10,3,2,3,3,8,5,1,4,5,7,6,5,1,3,7,5,6,10,Mobile Development
2,1,5,0,4,2,1,0,0,4,2,0,3,10,8,6,6,2,5,8,1,8,6,Design
1,1,4,0,1,1,3,0,1,2,2,2,2,7,7,8,5,3,7,6,0,7,5,Design
3,1,5,2,3,0,2,1,1,2,0,0,1,8,9,10,5,2,6,8,0,9,5,Design
6,1,10,1,1,2,3,2,0,2,3,1,5,8,7,7,5,3,4,9,3,10,9,Web Development
6,5,4,2,1,4,3,4,2,6,8,6,8,1,5,6,8,3,8,7,4,7,8,Cloud & DevOps
4,4,8,1,6,2,0,4,2,6,4,2,3,8,4,6,5,3,4,6,7,9,9,Web Development
6,5,3,4,0,3,3,4,3,5,8,5,10,3,4,7,7,2,5,6,3,5,9,Cloud & DevOps
3,8,4,4,7,3,4,2,2,6,1,2,3,4,5,6,3,5,4,8,5,7,10,Mobile Development
9,0,2,7,1,10,6,5,8,6,1,0,3,1,3,6,2,4,10,10,5,5,6,Artificial Intelligence
8,3,2,0,0,5,10,4,5,4,2,1,6,3,7,6,6,5,9,7,4,6,5,Data Science
5,5,5,8,2,4,4,9,3,10,4,4,5,3,2,8,3,2,8,10,9,9,7,Software Engineering
4,4,2,5,4,2,3,6,2,3,9,9,5,0,5,6,5,8,7,10,6,6,4,Cybersecurity
6,9,5,7,4,5,3,7,5,6,4,4,6,3,4,6,7,4,7,9,9,6,7,Software Engineering
7,1,2,2,0,4,9,5,4,5,0,1,7,4,6,7,5,6,7,6,4,4,3,Data Science
3,2,8,0,3,0,4,2,1,3,2,2,3,8,6,7,5,1,3,7,3,8,10,Web Development
4,3,8,2,6,1,4,3,1,9,3,2,6,8,6,8,4,2,4,6,7,7,10,Web Development
4,5,7,3,9,2,1,1,3,6,2,3,4,6,4,5,5,1,6,9,6,10,8,Mobile Development
5,4,2,4,1,2,5,6,2,5,9,9,6,5,4,4,7,5,8,9,7,6,5,Cybersecurity
6,3,2,4,0,3,6,4,2,6,10,8,5,2,3,6,5,3,8,3,9,5,5,Cybersecurity
8,7,4,2,0,3,3,2,2,10,9,4,9,0,5,5,6,3,3,6,4,5,10,Cloud & DevOps
4,7,5,3,9,3,3,2,1,6,4,2,3,6,6,7,5,2,4,7,5,7,8,Mobile Development
6,8,3,8,4,7,5,7,6,6,5,4,5,2,2,8,6,3,8,8,10,8,8,Software Engineering
8,8,3,7,4,3,4,8,7,8,5,2,4,3,2,7,7,6,6,7,8,8,7,Software Engineering
5,9,6,3,7,2,1,4,1,3,2,2,5,7,6,3,7,3,5,7,6,10,10,Mobile Development
4,0,3,1,1,2,3,0,2,6,6,3,3,6,10,10,9,3,7,7,1,5,3,Product & Business
4,6,4,3,1,1,3,5,2,6,10,7,7,7,3,6,4,9,7,6,4,6,6,Cybersecurity
4,8,5,6,6,6,3,7,5,8,4,3,4,3,4,5,5,4,8,7,9,8,7,Software Engineering
5,3,3,6,2,3,4,5,3,5,8,9,5,2,2,5,5,6,7,9,6,7,4,Cybersecurity
4,9,6,3,9,1,1,4,2,4,4,1,3,6,7,6,6,2,4,6,6,8,8,Mobile Development
